property_url,listing_title,property_id,total_price,unit_price,alley_width,image_url,city,district,features,property_description,scraping_time
https://onehousing.vn/bds/Dat-nen-cach-Dai-Linh-60m--P--Trung-Van--Q--Nam-Tu-Liem--TP--Ha-Noi.CDCGU6,"Đất nền cách Đại Linh 60m, P. Trung Văn, Q. Nam Từ Liêm, TP. Hà Nội",CDCGU6,7.9 tỷ,150 triệu/m²,"Độ rộng ngõ
3.1m - 4m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/5940d207-1183-4d0b-891b-f63571d4812a/2c9427839a4a2959019b77cfb8156f6d_CLONE/LOCAL_STREET/scaled_1000112493_1767242003612.jpg,TP. Hà Nội,Q. Nam Từ Liêm,Hướng mặt tiền: Tây Nam - 3.6m; Diện tích: 52.5 m²,,1768462163
https://onehousing.vn/bds/Nha-mat-ngo-cach-Phu-My-50m--P--My-Dinh-2--Q--Nam-Tu-Liem--TP--Ha-Noi.FRBASC,"Nhà mặt ngõ cách Phú Mỹ 50m, P. Mỹ Đình 2, Q. Nam Từ Liêm, TP. Hà Nội",FRBASC,9.25 tỷ,249 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/390d008a-79d3-4414-83dd-b01ccef4cfe1/2c94211a9a4a2a77019b689f599b6f38_CLONE/LOCAL_STREET/scaled_1000011530_1766987327448.jpg,TP. Hà Nội,Q. Nam Từ Liêm,Hướng mặt tiền: Đông - 5.72m; Số tầng: 1; Diện tích: 37.1 m²,,1768462168
https://onehousing.vn/bds/Dat-nen-cach-Yen-Lo-200m--P--Yen-Nghia--Q--Ha-Dong--TP--Ha-Noi.DG38A8,"Đất nền cách Yên Lộ 200m, P. Yên Nghĩa, Q. Hà Đông, TP. Hà Nội",DG38A8,6.5 tỷ,186 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/f5809442-f528-4507-87e4-150cb3cf06aa/2c94211a9a4a2a77019b98e776247c95_CLONE/LOCAL_STREET/scaled_1000112983_1767800965259.jpg,TP. Hà Nội,Q. Hà Đông,Hướng mặt tiền: Đông Bắc - 3.6m; Diện tích: 35 m²,,1768462168
https://onehousing.vn/bds/Nha-mat-pho-Duong-Nguyen-Van-Trac--P--Yen-Nghia--Q--Ha-Dong--TP--Ha-Noi.S6FZ7K,"Nhà mặt phố Đường Nguyễn Văn Trác, P. Yên Nghĩa, Q. Hà Đông, TP. Hà Nội",S6FZ7K,22 tỷ,220 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/f37b0039-9c31-4c18-a569-765212c88371/2c94286e9b8d3c8c019b8d611be6000f_CLONE/LOCAL_STREET/image_picker_34BD08AC-FA67-4C86-87F8-77C291802AD7-83761-00000A26A4D4436E_1767603944460.jpg,TP. Hà Nội,Q. Hà Đông,Hướng mặt tiền: Đông Nam - 5m; Số tầng: 5; Diện tích: 100 m²,,1768462168
https://onehousing.vn/bds/Dat-nen-cach-Yen-Lo-100m--P--Yen-Nghia--Q--Ha-Dong--TP--Ha-Noi.LQTI8R,"Đất nền cách Yên Lộ 100m, P. Yên Nghĩa, Q. Hà Đông, TP. Hà Nội",LQTI8R,5.95 tỷ,186 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/efb70343-a379-4e78-bbbf-0a5e15693ed1/2c9427839a4a2959019b97ec3a927983_CLONE/LOCAL_STREET/scaled_1000112990_1767800118990.jpg,TP. Hà Nội,Q. Hà Đông,Hướng mặt tiền: Đông Bắc - 3.5m; Diện tích: 32 m²,,1768462174
https://onehousing.vn/bds/Nha-mat-ngo-cach-Hong-Mai-80m--P--Quynh-Loi--Q--Hai-Ba-Trung--TP--Ha-Noi.VJO4ZB,"Nhà mặt ngõ cách Hồng Mai 80m, P. Quỳnh Lôi, Q. Hai Bà Trưng, TP. Hà Nội",VJO4ZB,13.6 tỷ,418 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/074c553a-d528-422b-b551-36ee0ebc34e4/2c9424f49b8ce2d0019b8d02bfac001d_CLONE/LIVING_ROOM/scaled_1000068960_1767602660270.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Bắc - 3.7m; Số tầng: 4; Diện tích: 32.5 m²,,1768462174
https://onehousing.vn/bds/Nha-mat-ngo-cach-An-Duong-135-06m--P--Yen-Phu--Q--Tay-Ho--TP--Ha-Noi.G8RST2,"Nhà mặt ngõ cách An Dương 135.06m, P. Yên Phụ, Q. Tây Hồ, TP. Hà Nội",G8RST2,7.5 tỷ,199 triệu/m²,"Độ rộng ngõ
1.5m - 1.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/41a530e5-bc5e-4e95-972a-d1889a1609d2/2c9431949b8c8468019b8ca13e2d001b_CLONE/LIVING_ROOM/image_picker_6C1B7C0D-4173-46E1-A741-5A7F418DDF50-7351-000004520C2BE4E5_1767591908675.jpg,TP. Hà Nội,Q. Tây Hồ,Hướng mặt tiền: Đông Nam - 3.5m; Số tầng: 4; Diện tích: 37.6 m²,,1768462180
https://onehousing.vn/bds/Nha-mat-pho-Nguyen-Van-Vien--P--Vinh-Tuy--Q--Hai-Ba-Trung--TP--Ha-Noi.3N7KXM,"Nhà mặt phố Nguyễn Văn Viên, P. Vĩnh Tuy, Q. Hai Bà Trưng, TP. Hà Nội",3N7KXM,49.6 tỷ,586 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/7f86723b-2b48-4b40-8e24-832ec12940df/2c94211a9a4a2a77019b796bdacf72a7_CLONE/LIVING_ROOM/scaled_1000029646_1767269438707.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Đông Nam - 12.4m; Số tầng: 6; Diện tích: 84.6 m²,,1768462182
https://onehousing.vn/bds/Nha-mat-ngo-cach-Hoang-Hoa-Tham-100m--P--Cong-Vi--Q--Ba-Dinh--TP--Ha-Noi.FSCVKK,"Nhà mặt ngõ cách Hoàng Hoa Thám 100m, P. Cống Vị, Q. Ba Đình, TP. Hà Nội",FSCVKK,12 tỷ,279 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/db8b392e-c2cf-4064-be0a-a146b6c00d4e/2c94211a9a4a2a77019b98d30bc47c93_CLONE/LIVING_ROOM/scaled_1000163370_1767796344296.jpg,TP. Hà Nội,Q. Ba Đình,Hướng mặt tiền: Đông Bắc - 5.5m; Số tầng: 5; Diện tích: 43 m²,,1768462182
https://onehousing.vn/bds/Nha-mat-pho-Yen-Binh--P--Phuc-La--Q--Ha-Dong--TP--Ha-Noi.HAWY6J,"Nhà mặt phố Yên Bình, P. Phúc La, Q. Hà Đông, TP. Hà Nội",HAWY6J,14 tỷ,407 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/1acd5d84-00e8-44e0-be97-7fd9ad6c911b/2c94211a9a4a2a77019b6890172c6f10_CLONE/LIVING_ROOM/image_picker_01EB675D-E450-489C-8828-30717E21AAB8-44196-00000593C41C2C64_1766986322237.jpg,TP. Hà Nội,Q. Hà Đông,Hướng mặt tiền: Đông Bắc - 3.02m; Số tầng: 5; Diện tích: 34.4 m²,,1768462185
https://onehousing.vn/bds/Nha-mat-ngo-cach-Hoang-Van-Thai-50m--P--Khuong-Mai--Q--Thanh-Xuan--TP--Ha-Noi.R0C7P3,"Nhà mặt ngõ cách Hoàng Văn Thái 50m, P. Khương Mai, Q. Thanh Xuân, TP. Hà Nội",R0C7P3,36.8 tỷ,376 triệu/m²,"Độ rộng ngõ
4m - 6m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/985fba36-5e20-4fb1-be10-e7d54ad4645c/2c94211a9a4a2a77019b8d168c2a777c_CLONE/LIVING_ROOM/image_picker_08148F50-B517-4203-BC29-283DBEC6F5DC-28040-000004476902F9A9_1767599054745.jpg,TP. Hà Nội,Q. Thanh Xuân,Hướng mặt tiền: Đông Nam - 8.4m; Số tầng: 8; Diện tích: 98 m²,,1768462185
https://onehousing.vn/bds/Nha-mat-ngo-cach-Chua-Vo-150m--P--Duong-Noi--Q--Ha-Dong--TP--Ha-Noi.E4OSGL,"Nhà mặt ngõ cách Chùa Võ 150m, P. Dương Nội, Q. Hà Đông, TP. Hà Nội",E4OSGL,7.15 tỷ,222 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/5003d80e-ab2d-431e-85e4-d09ba8e50403/2c9427839a4a2959019b786e3a0a6f73_CLONE/LIVING_ROOM/image_picker_2F3F3224-6F56-4524-AB3F-6C8EB346CFEC-58841-00003AB874F8179B_1767252726506.jpg,TP. Hà Nội,Q. Hà Đông,Hướng mặt tiền: Bắc - 3.17m; Số tầng: 5; Diện tích: 32.2 m²,,1768462189
https://onehousing.vn/bds/Nha-mat-ngo-cach-Nguyen-Van-Linh-20m--P--Phuc-Loi--Q--Long-Bien--TP--Ha-Noi.2NM2UN,"Nhà mặt ngõ cách Nguyễn Văn Linh 20m, P. Phúc Lợi, Q. Long Biên, TP. Hà Nội",2NM2UN,9.5 tỷ,190 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/c08107ee-2fd4-49a1-92de-dacbf0bd7c55/2c9427839a4a2959019b987720757a0b_CLONE/LIVING_ROOM/image_picker_14CDE5B8-BA09-48C1-B525-5F26E4D09D0F-34320-000015CCDC6CF208_1767790869533.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Tây Nam - 4.16m; Số tầng: 6; Diện tích: 50 m²,,1768462189
https://onehousing.vn/bds/Nha-mat-ngo-cach-Bui-Xuong-Trach-80m--P--Khuong-Dinh--Q--Thanh-Xuan--TP--Ha-Noi.Q8EZXH,"Nhà mặt ngõ cách Bùi Xương Trạch 80m, P. Khương Đình, Q. Thanh Xuân, TP. Hà Nội",Q8EZXH,13.5 tỷ,270 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/b64220e3-cb91-4d56-9894-c552abf4a07d/2c9427839a4a2959019b8bb27633731c_CLONE/LOCAL_STREET/scaled_1000025023_1767576599604.jpg,TP. Hà Nội,Q. Thanh Xuân,Hướng mặt tiền: Tây Bắc - 3.1m; Số tầng: 1; Diện tích: 50 m²,,1768462192
https://onehousing.vn/bds/Nha-mat-ngo-cach-Van-La-30m--P--Phu-La--Q--Ha-Dong--TP--Ha-Noi.9BV3MV,"Nhà mặt ngõ cách Văn La 30m, P. Phú La, Q. Hà Đông, TP. Hà Nội",9BV3MV,25.5 tỷ,510 triệu/m²,"Độ rộng ngõ
8m - 10m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/793892a0-6177-481e-b4f7-7a8974405dcd/2c9427839a4a2959019b6889c00c6b52_CLONE/LIVING_ROOM/scaled_1000009912_1766986150741.jpg,TP. Hà Nội,Q. Hà Đông,Hướng mặt tiền: Đông Nam - 5.34m; Số tầng: 7; Diện tích: 50 m²,,1768462192
https://onehousing.vn/bds/Nha-mat-ngo-cach-Hoang-Hoa-Tham-50m--P--Ngoc-Ha--Q--Ba-Dinh--TP--Ha-Noi.9HJ24W,"Nhà mặt ngõ cách Hoàng Hoa Thám 50m, P. Ngọc Hà, Q. Ba Đình, TP. Hà Nội",9HJ24W,16.5 tỷ,235 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/b7103335-165f-4fc2-ac1e-5e59fd4ae760/2c94211a9a4a2a77019b9841dfc87c7c_CLONE/LIVING_ROOM/image_picker_2FB65DD8-6803-4B63-99E6-4E4D857A60FD-33864-000015B5AC3AB566_1767786639228.jpg,TP. Hà Nội,Q. Ba Đình,Hướng mặt tiền: Bắc - 4.8m; Số tầng: 7; Diện tích: 70.1 m²,,1768462194
https://onehousing.vn/bds/Nha-mat-ngo-cach-Lo-Duc-18m--P--Pham-Dinh-Ho--Q--Hai-Ba-Trung--TP--Ha-Noi.Z73IGD,"Nhà mặt ngõ cách Lò Đúc 18m, P. Phạm Đình Hổ, Q. Hai Bà Trưng, TP. Hà Nội",Z73IGD,13 tỷ,334 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/06c54833-c167-4542-9609-083fbeb0ea96/2c9427839a4a2959019b77ad71c76f69_CLONE/LIVING_ROOM/scaled_1000025022_1767240206329.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Nam - 8m; Số tầng: 3; Diện tích: 38.9 m²,,1768462196
https://onehousing.vn/bds/Nha-mat-ngo-cach-Hoa-Lam-80m--P--Viet-Hung--Q--Long-Bien--TP--Ha-Noi.KBT6U6,"Nhà mặt ngõ cách Hoa Lâm 80m, P. Việt Hưng, Q. Long Biên, TP. Hà Nội",KBT6U6,15.7 tỷ,197 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/37372fbf-c6d5-4a25-b2f1-c05b8ff74719/2c9428479b89009f019b8903807f0000_CLONE/LIVING_ROOM/scaled_1000112861_1767598886471.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Đông Bắc - 3.9m; Số tầng: 6; Diện tích: 79.6 m²,,1768462197
https://onehousing.vn/bds/Nha-mat-ngo-cach-Thanh-Liet-70m--X--Thanh-Liet--H--Thanh-Tri--TP--Ha-Noi.73PBQS,"Nhà mặt ngõ cách Thanh Liệt 70m, X. Thanh Liệt, H. Thanh Trì, TP. Hà Nội",73PBQS,38 tỷ,284 triệu/m²,"Độ rộng ngõ
6m - 8m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/dd19275a-f55c-479e-af77-dd0b36590278/2c9428479b687358019b68c8772e001e_CLONE/LIVING_ROOM/image_picker_0305CD92-C8FD-4DD7-A4F6-D6B31BEA57F3-18610-0000074D28CEC26A_1766989937111.jpg,TP. Hà Nội,H. Thanh Trì,Hướng mặt tiền: Đông Bắc - 7.6m; Số tầng: 5; Diện tích: 133.7 m²,,1768462197
https://onehousing.vn/bds/Nha-mat-ngo-cach-Doi-Nhan-30m--P--Vinh-Phuc--Q--Ba-Dinh--TP--Ha-Noi.K88UYW,"Nhà mặt ngõ cách Đội Nhân 30m, P. Vĩnh Phúc, Q. Ba Đình, TP. Hà Nội",K88UYW,17.5 tỷ,318 triệu/m²,"Độ rộng ngõ
4m - 6m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/7ce18a2b-50bd-42f2-84ae-5d034d0b8af9/2c9427839a4a2959019b9829b7e97a0a_CLONE/LOCAL_STREET/image_picker_06A04973-9DA5-4CF5-AE3D-45603C664B9A-33753-000015ACA836875C_1767785025206.jpg,TP. Hà Nội,Q. Ba Đình,Hướng mặt tiền: Đông Bắc - 6.15m; Số tầng: 6; Diện tích: 55 m²,,1768462201
https://onehousing.vn/bds/Nha-mat-ngo-cach-Tay-Son-40m--P--Thinh-Quang--Q--Dong-Da--TP--Ha-Noi.UM06VX,"Nhà mặt ngõ cách Tây Sơn 40m, P. Thịnh Quang, Q. Đống Đa, TP. Hà Nội",UM06VX,20.5 tỷ,437 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/64ef0894-b20c-4a8c-a427-15c6c1fa73d9/2c94211a9a4a2a77019b8762ccd575ae_CLONE/LIVING_ROOM/image_picker_B9E03FB0-89BB-4313-8E2B-6B9AC0BEDB6F-53311-00000CCC2C368E50_1767599579334.jpg,TP. Hà Nội,Q. Đống Đa,Hướng mặt tiền: Đông Nam - 4.25m; Số tầng: 5; Diện tích: 46.9 m²,,1768462203
https://onehousing.vn/bds/Nha-mat-ngo-cach-Lac-Long-Quan-80m--P--Xuan-La--Q--Tay-Ho--TP--Ha-Noi.9VKZFE,"Nhà mặt ngõ cách Lạc Long Quân 80m, P. Xuân La, Q. Tây Hồ, TP. Hà Nội",9VKZFE,23.5 tỷ,333 triệu/m²,"Độ rộng ngõ
3m - 5m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/81f9ca57-f87a-48bc-a8f2-5eb93c7f97cf/2c9427839a4a2959019b74240ecf6f4b_CLONE/LOCAL_STREET/image_picker_5C0D8018-68E5-4A61-BCF1-CA45C2B11D7A-23251-00000A126C7E3A63_1767180747812.jpg,TP. Hà Nội,Q. Tây Hồ,Hướng mặt tiền: Đông - 5.6m; Số tầng: 4; Diện tích: 70.6 m²,,1768462204
https://onehousing.vn/bds/Nha-mat-ngo-cach-Le-Thanh-Nghi-20m--P--Bach-Mai--Q--Hai-Ba-Trung--TP--Ha-Noi.NKRHGM,"Nhà mặt ngõ cách Lê Thanh Nghị 20m, P. Bạch Mai, Q. Hai Bà Trưng, TP. Hà Nội",NKRHGM,19 tỷ,351 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/2232286d-6fc9-4202-95e4-763c429dac4f/2c9427839a4a2959019b980ba62a79f5_CLONE/LIVING_ROOM/image_picker_0F25F794-4830-4B5D-9736-7972558BF24C-33532-000015A5357C793E_1767783692073.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Nam - 4.2m; Số tầng: 7; Diện tích: 54.1 m²,,1768462208
https://onehousing.vn/bds/Nha-mat-ngo-cach-Ngo-Gia-Tu-7m--P--Viet-Hung--Q--Long-Bien--TP--Ha-Noi.EIGZFG,"Nhà mặt ngõ cách Ngô Gia Tự 7m, P. Việt Hưng, Q. Long Biên, TP. Hà Nội",EIGZFG,22.5 tỷ,391 triệu/m²,"Độ rộng ngõ
6.1m - 7m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/aae80d2a-3351-4df0-82b8-4c2efe446b29/2c9427839a4a2959019b8289281971c5_CLONE/LOCAL_STREET/image_picker_19B8EFDF-5828-485B-BE19-359520BC5762-296-0000001BB1140F18_1767422623443.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Tây Nam - 4.3m; Số tầng: 8; Diện tích: 57.5 m²,,1768462209
https://onehousing.vn/bds/Nha-mat-ngo-cach-Kim-Hoa-20m--P--Phuong-Lien--Q--Dong-Da--TP--Ha-Noi.JIVAAU,"Nhà mặt ngõ cách Kim Hoa 20m, P. Phương Liên, Q. Đống Đa, TP. Hà Nội",JIVAAU,19.8 tỷ,350 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/5d811719-5db9-4fad-ac39-74f9f40c5b59/2c9427839a4a2959019b8ccafb3d741a_CLONE/LIVING_ROOM/image_picker_088699EB-C480-4106-9ADB-B9C1980135E4-27270-000013B9F0398A21_1767594172051.jpg,TP. Hà Nội,Q. Đống Đa,Hướng mặt tiền: Đông Nam - 4.95m; Số tầng: 7; Diện tích: 56.53 m²,,1768462215
https://onehousing.vn/bds/Nha-mat-pho-Quang-Trung--P--Tran-Hung-Dao--Q--Hoan-Kiem--TP--Ha-Noi.4SN7VG,"Nhà mặt phố Quang Trung, P. Trần Hưng Đạo, Q. Hoàn Kiếm, TP. Hà Nội",4SN7VG,17 tỷ,971 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/a0a5f4e2-eca9-4475-9aed-961d23a9b918/2c9427839a4a2959019b6359840e6a7b_CLONE/LOCAL_STREET/scaled_1000029463_1766898973886.jpg,TP. Hà Nội,Q. Hoàn Kiếm,Hướng mặt tiền: Đông Nam - 3.27m; Số tầng: 4; Diện tích: 17.5 m²,,1768462216
https://onehousing.vn/bds/Nha-mat-ngo-cach-Thuy-Khue-100m--P--Buoi--Q--Tay-Ho--TP--Ha-Noi.M2BVLW,"Nhà mặt ngõ cách Thụy Khuê 100m, P. Bưởi, Q. Tây Hồ, TP. Hà Nội",M2BVLW,7.95 tỷ,296 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/82286c42-3270-4a0d-a88c-678326769c97/2c9427839a4a2959019b9877fa137a0c_CLONE/LIVING_ROOM/scaled_1000030435_1767790528044.jpg,TP. Hà Nội,Q. Tây Hồ,Hướng mặt tiền: Bắc - 2.19m; Số tầng: 5; Diện tích: 26.9 m²,,1768462216
https://onehousing.vn/bds/Nha-mat-ngo-cach-Tay-Son-50m--P--Nga-Tu-So--Q--Dong-Da--TP--Ha-Noi.IN8AIM,"Nhà mặt ngõ cách Tây Sơn 50m, P. Ngã Tư Sở, Q. Đống Đa, TP. Hà Nội",IN8AIM,11.6 tỷ,291 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/9a95cfa7-86b9-45b7-a1ac-af8e389a2439/2c94211a9a4a2a77019b981ef1dd7c7a_CLONE/LIVING_ROOM/image_picker_806743A4-24EB-477F-9278-6D265217DD35-462-000034A5D8E07C22_1767784505924.jpg,TP. Hà Nội,Q. Đống Đa,Hướng mặt tiền: Tây - 6.4m; Số tầng: 6; Diện tích: 40 m²,,1768462221
https://onehousing.vn/bds/Nha-mat-pho-Yen-Lac--P--Vinh-Tuy--Q--Hai-Ba-Trung--TP--Ha-Noi.X7B4QC,"Nhà mặt phố Yên Lạc, P. Vĩnh Tuy, Q. Hai Bà Trưng, TP. Hà Nội",X7B4QC,54 tỷ,487 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/61ce5203-1727-45ee-8241-2d5184b32e3b/2c94211a9a4a2a77019b6a31a6537010_CLONE/LIVING_ROOM/image_picker_74F6EC38-AE39-44A6-AE79-01814439EE9F-7270-000004F92ADA2460_1767014586735.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Đông Nam - 6.2m; Số tầng: 3; Diện tích: 110.8 m²,,1768462221
https://onehousing.vn/bds/Nha-mat-ngo-cach-Duong-Lang-20m--P--Lang-Ha--Q--Dong-Da--TP--Ha-Noi.UGVRSG,"Nhà mặt ngõ cách Đường Láng 20m, P. Láng Hạ, Q. Đống Đa, TP. Hà Nội",UGVRSG,29 tỷ,307 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/b53d142b-8246-429c-abe1-45420a54f2b1/2c94211a9a4a2a77019b8cae74587737_CLONE/LIVING_ROOM/image_picker_12D37124-D9CD-49D1-A376-49F29D97FB01-27068-000013B0ACA00050_1767592426869.jpg,TP. Hà Nội,Q. Đống Đa,Hướng mặt tiền: Đông - 5.5m; Số tầng: 7; Diện tích: 94.33 m²,,1768462221
https://onehousing.vn/bds/Nha-mat-ngo-cach-Nguyen-Dao-An-80m--P--Phu-Dien--Q--Bac-Tu-Liem--TP--Ha-Noi.5FMUHP,"Nhà mặt ngõ cách Nguyễn Đạo An 80m, P. Phú Diễn, Q. Bắc Từ Liêm, TP. Hà Nội",5FMUHP,13.9 tỷ,278 triệu/m²,"Độ rộng ngõ
4m - 6m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/600d7592-a903-4cec-8bfa-acf317644475/2c94211a9a4a2a77019b73b084157246_CLONE/LIVING_ROOM/scaled_1000075461_1767173290154.jpg,TP. Hà Nội,Q. Bắc Từ Liêm,Hướng mặt tiền: Đông Nam - 5.5m; Số tầng: 6; Diện tích: 50 m²,,1768462229
https://onehousing.vn/bds/Nha-mat-ngo-cach-Nguyen-Trai-20m--P--Khuong-Dinh--Q--Thanh-Xuan--TP--Ha-Noi.ULP8ZC,"Nhà mặt ngõ cách Nguyễn Trãi 20m, P. Khương Đình, Q. Thanh Xuân, TP. Hà Nội",ULP8ZC,7.5 tỷ,275 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/5a51f6a2-94d2-4300-b52c-284cdf9d5cb4/2c94270f9b8ce7cb019b8cfd07d90003_CLONE/LIVING_ROOM/image_picker_04A42502-9118-48E3-A83A-90FB88445026-71417-000019F35486D7AC_1767597403053.jpg,TP. Hà Nội,Q. Thanh Xuân,Hướng mặt tiền: Đông - 4.2m; Số tầng: 4; Diện tích: 27.3 m²,,1768462229
https://onehousing.vn/bds/Nha-mat-pho-Truong-Dinh--P--Giap-Bat--Q--Hoang-Mai--TP--Ha-Noi.UDGDW5,"Nhà mặt phố Trương Định, P. Giáp Bát, Q. Hoàng Mai, TP. Hà Nội",UDGDW5,30.5 tỷ,410 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/2c128b45-811e-4447-abe0-7d7a1a14320d/2c9427839a4a2959019b68ca475d6b6c_CLONE/LIVING_ROOM/scaled_1000027499_1766992821918.jpg,TP. Hà Nội,Q. Hoàng Mai,Hướng mặt tiền: Đông Nam - 4.5m; Số tầng: 1; Diện tích: 74.3 m²,,1768462230
https://onehousing.vn/bds/Nha-mat-pho-Giai-Phong--phia-di-qua-duong-tau---P--Dinh-Cong--Q--Hoang-Mai--TP--Ha-Noi.DOCOLY,"Nhà mặt phố Giải Phóng (phía đi qua đường tàu), P. Định Công, Q. Hoàng Mai, TP. Hà Nội",DOCOLY,2.8 tỷ,103 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/fca7fe3c-b556-4638-a175-bb5b1d321899/2c94211a9a4a2a77019b9b396cf27ca3_CLONE/LIVING_ROOM/image_picker_8387ED92-8571-4F02-8A2F-F414BBFFC590-26892-000003B8903FC01A_1767836614446.jpg,TP. Hà Nội,Q. Hoàng Mai,Diện tích: 27.1 m²,,1768462235
